id,name,slug,source
235477,Brossier B / Gauzy S,brossier-b-gauzy-s,sofascore
235478,Duda B / Mengel S,duda-b-mengel-s,sofascore
231495,Kojic F / Robles A,kojic-f-robles-a,sofascore
235471,Kolarek T / Pucar T,kolarek-t-pucar-t,sofascore
235475,Pryshchepa Y / Yefimov V,pryshchepa-y-yefimov-v,sofascore
235476,Apolonia T / Geraldo J,apolonia-t-geraldo-j,sofascore
235474,Szocs H / Walker S,szocs-h-walker-s,sofascore
235456,Deng S / Zhou C,deng-s-zhou-c,sofascore
235450,Karahan I / Tan K,karahan-i-tan-k,sofascore
235454,Fajmut M / Pavcnik T,fajmut-m-pavcnik-t,sofascore
235451,Fins R / Oliveira L,fins-r-oliveira-l,sofascore
235457,Marchetti N / Zavitsanou G,marchetti-n-zavitsanou-g,sofascore
235452,Iacob C / Szocs B,iacob-c-szocs-b,sofascore
235453,Cechova D / Strbikova R,cechova-d-strbikova-r,sofascore
235458,Mischek K / Solja A,mischek-k-solja-a,sofascore
235455,Lupulesku I / Trigolos D,lupulesku-i-trigolos-d,sofascore
235460,Bajor N / Kusinska K,bajor-n-kusinska-k,sofascore
235462,Bergstrom L / Jonsson J,bergstrom-l-jonsson-j,sofascore
235390,Ramirez S / Zhang X,ramirez-s-zhang-x,sofascore
126026,Dodean D / Samara E,dodean-d-samara-e,sofascore
235459,Lovas P / Odorova E,lovas-p-odorova-e,sofascore
235461,Carey C / Trosman N,carey-c-trosman-n,sofascore
235463,Li Q / Polcanova S,li-q-polcanova-s,sofascore
235464,Guisnel O / Loeuillette S,guisnel-o-loeuillette-s,sofascore
235465,Maksuti A / Todorovic A,maksuti-a-todorovic-a,sofascore
235392,Paskauskiene R / Stuckyte E,paskauskiene-r-stuckyte-e,sofascore
235420,Duda B / Winter S,duda-b-winter-s,sofascore
194792,Karlsson M / Ekholm M,karlsson-m-ekholm-m,sofascore
235418,Dyjas J / Grzybowska K,dyjas-j-grzybowska-k,sofascore
235419,Robles A / Dvorak G,robles-a-dvorak-g,sofascore
235409,Skachkov K / Odorova E,skachkov-k-odorova-e,sofascore
235411,Olah B / Pota G,olah-b-pota-g,sofascore
235412,Brossier B / Loeuillette S,brossier-b-loeuillette-s,sofascore
235416,Pitchford L / HO T-T,pitchford-l-ho-t-t,sofascore
235417,Geraldo J / YU F,geraldo-j-yu-f,sofascore
194787,Schmid E / Aschwanden R,schmid-e-aschwanden-r,sofascore
235413,LI A / HU M,li-a-hu-m,sofascore
235410,Chen W / Polcanova S,chen-w-polcanova-s,sofascore
235414,Wang Y / Mikhailova P,wang-y-mikhailova-p,sofascore
235415,Platonov P / Pavlovich V,platonov-p-pavlovich-v,sofascore
194713,Gardos R / Liu J,gardos-r-liu-j,sofascore
235422,Drinkhall P / Sibley K,drinkhall-p-sibley-k,sofascore
194747,Konecny T / Matelova H,konecny-t-matelova-h,sofascore
194702,Glod E / De Nutte S,glod-e-de-nutte-s,sofascore
194727,Ionescu O / Szocs B,ionescu-o-szocs-b,sofascore
235426,Mengel S / Silbereisen K,mengel-s-silbereisen-k,sofascore
235427,Kodjabashev D / Yovkova M,kodjabashev-d-yovkova-m,sofascore
235424,Monteiro J / Dodean D,monteiro-j-dodean-d,sofascore
235425,Smirnov A / Kirichenko A,smirnov-a-kirichenko-a,sofascore
235421,Stoyanov N / Vivarelli D,stoyanov-n-vivarelli-d,sofascore
235423,Gionis P / Bilenko T,gionis-p-bilenko-t,sofascore
235435,Crisan A / Ionescu O,crisan-a-ionescu-o,sofascore
235436,Smirnov A / Vainula V,smirnov-a-vainula-v,sofascore
235383,Oostwouder E.,oostwouder-ewout,sofascore
235386,Gommers R.,gommers-rajko,sofascore
235387,Vainula V.,vainula-vallot,sofascore
235388,Sgouropoulos I.,sgouropoulos-ioannis,sofascore
235391,Brateyko S / Vasylieva I,brateyko-s-vasylieva-i,sofascore
235389,Jeger M / Pavlovic A,jeger-m-pavlovic-a,sofascore
218146,Lewandowski Tomasz,lewandowski-tomasz,sofascore
235448,Efimov V.,efimov-viktor,sofascore
235444,Maksuti A.,maksuti-aneta,sofascore
235443,Pavlovic A.,pavlovic-andrea,sofascore
235446,Jeger M.,jeger-mateja,sofascore
235447,Iacob C.,iacob-camelia,sofascore
235445,Tin Tin HO.,ho-tin-tin,sofascore
235912,Bluhm F.,bluhm-florian,sofascore
235913,Kriston D.,kriston-daniel,sofascore
233652,TT Saint-Quentin,tt-saint-quentin,sofascore
233654,Szekszard AC,szekszard-ac,sofascore
233655,Metz TT,metz-tt,sofascore
236176,GDSC Juncal,gdsc-juncal,sofascore
236177,Tecnigen Linares,tecnigen-linares,sofascore
236178,Istanbul Bbsk,istanbul-bbsk,sofascore
236179,Onisilos Lakatamias,onisilos-lakatamias,sofascore
236180,ACD De Sao Joao,acd-de-sao-joao,sofascore
236181,ASD Tennistavolo Norbello,asd-tennistavolo-norbello,sofascore
236182,Tigem SC Ankara,tigem-sc-ankara,sofascore
236183,DT Diddeleng,dt-diddeleng,sofascore
236185,Cajasur Priego TM,cajasur-priego-tm,sofascore
236186,Gdcgp Madalena,gdcgp-madalena,sofascore
236187,Dozy Den Helder,dozy-den-helder,sofascore
236188,GDD Toledos,gdd-toledos,sofascore
236184,Irun Leka Enea,irun-leka-enea,sofascore
236189,Sparvagen BTK,sparvagen-btk,sofascore
236192,ADC Ponta do Pargo,adc-ponta-do-pargo,sofascore
236193,TT Vedrinamur,tt-vedrinamur,sofascore
236190,CTT Balaguer - Villart,ctt-balaguer-villart,sofascore
236191,TTC Rapid Luzern,ttc-rapid-luzern,sofascore
235496,Cajasur Priego TM,cajasur-priego-tm,sofascore
235492,El Nino Praha,el-nino-praha,sofascore
235491,Enjoy & Deploy Taverzo,enjoy-and-deploy-taverzo,sofascore
235493,Irun Leka Enea Tenis de Mesa,irun-leka-enea-tenis-de-mesa,sofascore
235497,SPG Linz,spg-linz,sofascore
235494,STK Libertas Marinkolor,stk-libertas-marinkolor,sofascore
235490,Ttc Kazan,ttc-kazan,sofascore
235495,Yroni Givatayim,yroni-givatayim,sofascore
233653,LZ Linz Froschberg,lz-linz-froschberg,sofascore
236229,Cheaib D.,cheaib-dauud,sofascore
236225,Kiss D.,kiss-daniel,sofascore
236726,Fadeev E.,fadeev-evgeny,sofascore
237296,Grinninger T.,grinninger-thomas,sofascore
237297,Hohmeier N.,hohmeier-nils,sofascore
231519,Matsuyama Y.,matsuyama-yuki,sofascore
237298,Luhr S.,luhr-sergio,sofascore
237299,Valuch A.,valuch-alexander,sofascore
237293,Jiaji Wu.,wu-jiaji,sofascore
231518,Qiu L.,qiu-liang,sofascore
237285,Persolja L.,persolja-ludvik,sofascore
237302,Kožul D.,kozul-d,sofascore
237300,Trink M.,trink-michael,sofascore
237301,Lehmann M.,lehmann-matthew,sofascore
237369,Lotfollah Nasabi M.,lotfollah-nasabi-midya,sofascore
237284,Franzen A.,franzen-alexander,sofascore
237287,Pfeffer S.,pfeffer-simon,sofascore
231515,Kaluzny S.,kaluzny-samuel,sofascore
237288,Subotic D.,subotic-dragan,sofascore
237289,Capello B.,capello-benjy,sofascore
237303,Loyen E.,loyen-eline,sofascore
237304,Jazbec I.,jazbec-ida,sofascore
237305,Marchetti N.,marchetti-nathalie,sofascore
237306,Luginger M.,luginger-melanie,sofascore
237307,Park J.,park-joohyun,sofascore
237316,Minagawa Y.,minagawa-yuka,sofascore
237317,Cote A.,cote-alicia,sofascore
237318,Dragoman A.,dragoman-andreea,sofascore
237319,Eunchae JI.,ji-eunchae,sofascore
237313,Lamadrid J.,lamadrid-juan,sofascore
237314,Brat A.,brat-adam,sofascore
237315,Poh S.,poh-shao-feng-ethan,sofascore
237292,Cheng P.,cheng-pak-hei,sofascore
237290,Olivares F.,olivares-felipe,sofascore
237291,Lim Z.,lim-zheng-jie-edric,sofascore
237294,Akhlaghpasand M.,akhlaghpasand-mohammadreza,sofascore
148062,Franco C.,franco-carlos,sofascore
237295,Tay M.,tay-ming-han-maxxe,sofascore
237311,Lupulesku L.,lupulesku-lorencio,sofascore
237312,Lam S.,lam-siu-hang,sofascore
104609,Shan X / Silbereisen K,shan-x-silbereisen-k,sofascore
237408,Tanviriyavechakul P / Wisutmaythangkoon S,tanviriyavechakul-p-wisutmaythangkoon-s,sofascore
237409,Amato A / Mutti M,amato-a-mutti-m,sofascore
237406,ZHU C / Fang Y,zhu-c-fang-y,sofascore
237407,Floras R / Dyjas J,floras-r-dyjas-j,sofascore
237552,Achanta S K / Habesohn D,achanta-s-k-habesohn-d,sofascore
237554,Flore T / Salifou A-K,flore-t-salifou-a-k,sofascore
237551,Chen W / Filus R,chen-w-filus-r,sofascore
237553,Jiang T / LI H M,jiang-t-li-h-m,sofascore
237550,Zhao Z / Zhou K,zhao-z-zhou-k,sofascore
237555,ORT K / Walther R,ort-k-walther-r,sofascore
237412,Sawettabut S / Sawettabut J,sawettabut-s-sawettabut-j,sofascore
237413,Surjan S / Lupulesku I,surjan-s-lupulesku-i,sofascore
237544,Choi H / Park J,choi-h-park-j,sofascore
237543,De Nutte S / Zheng J,de-nutte-s-zheng-j,sofascore
237545,LIN Y / Zeng J,lin-y-zeng-j,sofascore
237542,Hayata H / Kato M,hayata-h-kato-m,sofascore
237548,NG W N / Soo W Y M,ng-w-n-soo-w-y-m,sofascore
237547,Chasselin P / Loeuillette S,chasselin-p-loeuillette-s,sofascore
237546,Shibata S / Shiomi M,shibata-s-shiomi-m,sofascore
237415,Zhu C.,zhu-cheng,sofascore
237417,Fang Y.,fang-yinchi,sofascore
237416,Wang Chuqin,wang-chuqin,sofascore
237418,Izumo T.,izumo-takuto,sofascore
146872,Zhou K.,zhou-kai,sofascore
237419,Zhao Z.,zhao-zhaoyan,sofascore
237541,Ort K.,ort-kilian,sofascore
237420,Taylakova M.,taylakova-maria,sofascore
103169,Wing Nam Ng.,ng-wing-nam,sofascore
237421,Nagasaki M.,nagasaki-miyu,sofascore
237403,Petkov M.,petkov-marko,sofascore
238174,Singeorzan A.,singeorzan-arina,sofascore
238175,Miralmasi A.,miralmasi-amin,sofascore
238177,Yijie LI.,li-yijie,sofascore
238176,Ahlander-Johansson C.,ahlander-johansson-carl,sofascore
231499,Wang Y.,wang-yi-ju,sofascore
238227,Sawettabut J.,sawettabut-jinnipa,sofascore
238178,Keinath T.,keinath-thomas,sofascore
238179,Novota S.,novota-samuel,sofascore
238238,Lee C.,lee-chia-sheng,sofascore
238223,Eerland B / Vermaas K,eerland-b-vermaas-k,sofascore
238224,Holmsten E / Kallberg C,holmsten-e-kallberg-c,sofascore
238222,Sikorska M / Stefanska K,sikorska-m-stefanska-k,sofascore
195072,Castellano N / Vega P,castellano-n-vega-p,sofascore
238237,Karlsson M / Zetterstrom K,karlsson-m-zetterstrom-k,sofascore
238242,Matsudaira K / Ueda J,matsudaira-k-ueda-j,sofascore
238303,Liao C.,liao-cheng-ting,sofascore
238240,Khetkhuan T / Migot M,khetkhuan-t-migot-m,sofascore
238241,"Lin, P-H / Wang Y.",lin-p-h-wang-y-j,sofascore
238243,MA W / Yang X,ma-w-yang-x,sofascore
238244,HU M / Xiao M,hu-m-xiao-m,sofascore
238245,Madarasz D / Szocs B,madarasz-d-szocs-b,sofascore
238246,JI E / Lee E,ji-e-lee-e,sofascore
194990,Achanta S K / Gnanasekaran S,achanta-s-k-gnanasekaran-s,sofascore
238249,Zhao Z / Zhou Y,zhao-z-zhou-y,sofascore
238250,Badowski M / Wang Z,badowski-m-wang-z,sofascore
238248,Hachard A / Ouaiche S,hachard-a-ouaiche-s,sofascore
238247,KOU L / Wang Y,kou-l-wang-y,sofascore
238236,Song X.,song-xu,sofascore
238255,Barabanov K.,barabanov-kirill,sofascore
238256,Crepulja B.,crepulja-bojan,sofascore
238260,Besiktas Jimnastik Kulubu,besiktas-jimnastik-kulubu,sofascore
238297,Halmstad Btk,halmstad-btk,sofascore
238258,Fortune,fortune,sofascore
237598,Acs Dumbravita,acs-dumbravita,sofascore
237599,Lyssois Lille Metropole,lyssois-lille-metropole,sofascore
237600,Asv Eppan Raiffeisen,asv-eppan-raiffeisen,sofascore
237597,Ao Dao Tavrou,ao-dao-tavrou,sofascore
238391,SG Stockerau,sg-stockerau,sofascore
238392,CTT Borges Vall,ctt-borges-vall,sofascore
237601,Ttc Kazan,ttc-kazan,sofascore
237602,Novi Sad,novi-sad,sofascore
237603,TTC Moravsky Krumlov,ttc-moravsky-krumlov,sofascore
238259,Logis Auderghem,logis-auderghem,sofascore
237604,Budaorsi 2i Sport Club,budaorsi-2i-sport-club,sofascore
238746,Kramer T.,kramer-tanja,sofascore
238747,Muhlbach K.,muhlbach-kathrin,sofascore
238748,Vasylieva I.,vasylieva-ievgeniia,sofascore
25030,Ganina S.,ganina-svetlana,sofascore
238749,Kohatsu M.,kohatsu-martina,sofascore
239076,Figel J.,figel-jakub,sofascore
239077,Uribe S.,uribe-salvador,sofascore
239611,Surjan S.,surjan-sabina,sofascore
239612,Sanabria P.,sanabria-paola,sofascore
239613,Rivera L.,rivera-lineris,sofascore
239614,Jokić T.,jokic-tijana,sofascore
239598,Elhamady O.,elhamady-omar,sofascore
239599,Solanke A.,solanke-azeez,sofascore
239594,Abdel-Aziz Y.,abdel-aziz-youssef,sofascore
239597,Akanbi R.,akanbi-rilwan,sofascore
239687,Martinko J.,martinko-jiri,sofascore
239688,Klos P.,klos-patrik,sofascore
239799,Kim Y.,kim-youjin,sofascore
240426,Lin Y.,lin-yun-ju,sofascore
239699,Haidong XU.,xu-haidong,sofascore
239700,Huang C.,huang-chien-tu,sofascore
239701,Heyi YU.,yu-heyi,sofascore
239702,Feng Y.,feng-yi-hsin,sofascore
239703,Yingbin XU.,xu-yingbin,sofascore
239704,Djedjik L.,djedjik-loubna,sofascore
239705,Liao I.,liao-ivy,sofascore
239706,Feredj H.,feredj-hiba,sofascore
239707,Yeung J.,yeung-justina,sofascore
239708,Bouhenni Y.,bouhenni-yassamine,sofascore
239711,Devos L.,devos-laurens,sofascore
239712,Cnudde F.,cnudde-florian,sofascore
239713,Lau C.,lau-chun-kit,sofascore
239714,Darcis T.,darcis-thibaut,sofascore
239800,Ham Y.,ham-yu-song,sofascore
239801,Kim S.,kim-song-gun,sofascore
239802,Kim S.,kim-song-il,sofascore
239969,Clapa A.,clapa-andreea,sofascore
239970,Mostafavi L.,mostafavi-leili,sofascore
240174,Ndwabasini Ezile,ndwabasini-ezile,sofascore
240181,Pinto D.,pinto-daniele,sofascore
240183,Chen Ying-Chen,chen-ying-chen,sofascore
240184,Bouhenni Y.,bouhenni-yassamine,sofascore
240185,Guseva M.,guseva-marsha,sofascore
240112,Liu W.,liu-weishan,sofascore
240113,Sun Y.,sun-yizhen,sofascore
240114,Shi Xunyao,shi-xunyao,sofascore
240140,An Jaehyun,an-jaehyun,sofascore
240182,Chaplygin M.,chaplygin-maxim,sofascore
239596,Elhakem K.,elhakem-karim,sofascore
240189,Hazin J.,hazin-jeremy,sofascore
240190,Omeh A.,omeh-amadi,sofascore
240191,Engemann G.,engemann-gerrit,sofascore
240192,Wyngaardt D.,wyngaardt-darren,sofascore
240437,Hippler T.,hippler-tobias,sofascore
240329,Omeh A / Solanke A,omeh-a-solanke-a,sofascore
240330,Darcis T / Devos L,darcis-t-devos-l,sofascore
240186,Garcia A.,garcia-ana,sofascore
240187,Vignjevic D.,vignjevic-dragana,sofascore
240188,Wen R.,wen-ruei-ling,sofascore
240193,Liao I.,liao-ivy,sofascore
240194,Niguez M.,niguez-marina,sofascore
240195,Djedjik L.,djedjik-loubna,sofascore
240394,Hajok Caroline,hajok-caroline,sofascore
240347,Cote A / Liao I,cote-a-liao-i,sofascore
240348,Johnson L / Mookrey S,johnson-l-mookrey-s,sofascore
240422,Cho D.,cho-daeseong,sofascore
240411,Harimoto T / Ryuzaki T,harimoto-t-ryuzaki-t,sofascore
240345,Alguetti A / Liu V,alguetti-a-liu-v,sofascore
240448,AN J / Cho S,an-j-cho-s,sofascore
240386,Cifuentes H / Sanchi F,cifuentes-h-sanchi-f,sofascore
240042,Harimoto T / Hirano M,harimoto-t-hirano-m,sofascore
240047,Kwan M H / Soo W Y M,kwan-m-h-soo-w-y-m,sofascore
240080,Jorgic D / Lupulesku I,jorgic-d-lupulesku-i,sofascore
240081,MAK T W / NG P N,mak-t-w-ng-p-n,sofascore
240413,Tsai Y.,tsai-yu-chin,sofascore
240449,Diaz A / Rivera L,diaz-a-rivera-l,sofascore
240364,SHI X / Yuan Y,shi-x-yuan-y,sofascore
240365,LIU W / Sun Y,liu-w-sun-y,sofascore
240440,LIU Q / Wong C Y,liu-q-wong-c-y,sofascore
240425,Yang S.,yang-shuo,sofascore
240451,Kwan M H / NG P N,kwan-m-h-ng-p-n,sofascore
240453,Cassin A / Seyfried J,cassin-a-seyfried-j,sofascore
240053,CHO S / Kim J,cho-s-kim-j,sofascore
240058,XU H / Yuan Y,xu-h-yuan-y,sofascore
240063,Hayata H / Matsuyama Y,hayata-h-matsuyama-y,sofascore
240367,Kang D / Kim J,kang-d-kim-j,sofascore
239710,Arcila C.,arcila-carlos,sofascore
240774,Folwarski J.,folwarski-jakub,sofascore
242119,Kapolnek N.,kapolnek-narayan,sofascore
241970,Wolf C.,wolf-christian,sofascore
243797,Happek S.,happek-sven,sofascore
244153,Rossi C.,rossi-carlo,sofascore
244152,Katsman L.,katsman-lev,sofascore
244154,Gonzalez Y.,gonzalez-yomar,sofascore
244155,Omotayo O.,omotayo-olajide,sofascore
244156,Popovic M.,popovic-marko,sofascore
244157,Abiodun B.,abiodun-bode,sofascore
244158,Silva D.,silva-diogo,sofascore
244159,Raymond T.,raymond-titouan,sofascore
244160,Berglund S.,berglund-simon,sofascore
244161,Ecseki N.,ecseki-nandor,sofascore
240444,Ivonin D.,ivonin-denis,sofascore
244144,Stefcova K.,stefcova-kristyna,sofascore
244145,Fenyvesi A.,fenyvesi-anna,sofascore
244147,Truzsinszki V.,truzsinszki-viktoria,sofascore
240416, chernoray D.,chernoray-daria,sofascore
244148,Thi Hong Loan LE.,le-thi-hong-loan,sofascore
244150,Kirichenko A.,kirichenko-anna,sofascore
244149,Zavitsanou G.,zavitsanou-georgia,sofascore
244259,Khlyzova E.,khlyzova-elizaveta,sofascore
244258,Timina Y.,timina-yana,sofascore
231497,Lin C.,lin-chia-hsuan,sofascore
103205,Achanta S K / Shetty S,achanta-s-k-shetty-s,sofascore
244362,Fang B / Zhou Y,fang-b-zhou-y,sofascore
244304,Machado C / Robles A,machado-c-robles-a,sofascore
244352,Andersson H / Arvidsson S,andersson-h-arvidsson-s,sofascore
244353,Ishiy V / Matsumoto C,ishiy-v-matsumoto-c,sofascore
244363,Chew Z Y C / Gao N,chew-z-y-c-gao-n,sofascore
244364,Ecseki N / Szudi A,ecseki-n-szudi-a,sofascore
246289,Jiang / Lam,jiang-lam,sofascore
244355,Konecny T / Polansky T,konecny-t-polansky-t,sofascore
244346,Chen X / LI J,chen-x-li-j,sofascore
244348,Mittelham N / Trosman N,mittelham-n-trosman-n,sofascore
244360,Noskova Y / Tailakova M,noskova-y-tailakova-m,sofascore
244307,Bajor N / Trigolos D,bajor-n-trigolos-d,sofascore
244361,Ciobanu I / Iacob C,ciobanu-i-iacob-c,sofascore
244301,Abiodun B / Kazeem M,abiodun-b-kazeem-m,sofascore
244302,Gommers R / Khatchanov M,gommers-r-khatchanov-m,sofascore
244299,Sgouropoulos I / Sipos R,sgouropoulos-i-sipos-r,sofascore
244303,LIM Z J E / Tay M H M,lim-z-j-e-tay-m-h-m,sofascore
244300,Oostwouder E / Tromer L,oostwouder-e-tromer-l,sofascore
244350,Brodd V / Nordberg H,brodd-v-nordberg-h,sofascore
244354,Levenko A / Serdaroglu D,levenko-a-serdaroglu-d,sofascore
244351,Nielsen C / Rasmussen T,nielsen-c-rasmussen-t,sofascore
244340,Gaoyuan Lin,gaoyuan-lin,sofascore
244309,Arlouskaya A / Pavlovich V,arlouskaya-a-pavlovich-v,sofascore
244310,Migot M / Pfefer L,migot-m-pfefer-l,sofascore
244308,Ambrus K / Mischek K,ambrus-k-mischek-k,sofascore
244306,Fenyvesi A / Lupulesku A,fenyvesi-a-lupulesku-a,sofascore
244305,Kirichenko A / Scholz V,kirichenko-a-scholz-v,sofascore
244347,Kallber C / LI F,kallber-c-li-f,sofascore
244345,Galic A / Sikorska M,galic-a-sikorska-m,sofascore
244344,Helle T / Timina Y,helle-t-timina-y,sofascore
244358,Sheng D.,sheng-dandan,sofascore
244357,Liu J.,liu-judith,sofascore
244359,Jiayi LI.,li-jiayi,sofascore
245509,Yokota G.,yokota-gustavo,sofascore
245510,Bruno L.,bruno-luan,sofascore
245511,Chojnowski P.,chojnowski-patryk,sofascore
240424,Sanchi F.,sanchi-francisco,sofascore
240430,Cifuentes H.,cifuentes-horacio,sofascore
246034,Manna R.,manna-romualdo,sofascore
246380,Chandra Jeet,chandra-jeet,sofascore
246379,Ghosh Anirban,ghosh-anirban,sofascore
246391,Bhanja R.,bhanja-ronit,sofascore
246390,Gupta Utkarsh,gupta-utkarsh,sofascore
246381,Pande Siddhesh,pande-siddhesh,sofascore
246382,Uda Y.,uda-yukiya,sofascore
246383,Grover S.,grover-sudhanshu,sofascore
246384,Boro B.,boro-birdie,sofascore
246388,Yadav A.,yadav-abhishek,sofascore
246387,Merckx J.,merckx-jasper,sofascore
246400,Alamri A.,alamri-abdulaziz,sofascore
246386,Saha Subhajit,saha-subhajit,sofascore
246399,Kumar J.,kumar-jubin,sofascore
246385,Bu Shulaybi A.,bu-shulaybi-abdulaziz,sofascore
246397,Akula S.,akula-sreeja,sofascore
246403,Pushpak A.,pushpak-amrutha,sofascore
240401,Kamath A.,kamath-archana-girish,sofascore
246395,Paul Mousumi,paul-mousumi,sofascore
246396,Pareek Priyanka,pareek-priyanka,sofascore
246402,DAS Priyadarshini,das-priyadarshini,sofascore
147954,Patkar M.,patkar-madhurika,sofascore
246394,ROY Krittwika,roy-krittwika,sofascore
246398,Selvakumar S.,selvakumar-selena,sofascore
246392,Calange Harsha Vardhini,calange-harsha-vardhini,sofascore
246393,Dutta Moumita,dutta-moumita,sofascore
246404,Sutirtha Mukherjee,mukherjee-sutirtha,sofascore
246389,Alkhadrawi A.,alkhadrawi-ali,sofascore
246436,Ghosh A.,ghosh-anirban,sofascore
246401,Al-Abbad A.,al-abbad-abdulaziz,sofascore
246318,Akula S / Kamath A,akula-s-kamath-a,sofascore
246316,DAS A / Patkar M,das-a-patkar-m,sofascore
246317,Paul M / Roy K,paul-m-roy-k,sofascore
246311,Gardos R / Jancarik L,gardos-r-jancarik-l,sofascore
246310,Harimoto T / Uda Y,harimoto-t-uda-y,sofascore
246309,Akkuzu C / Geraldo J,akkuzu-c-geraldo-j,sofascore
246315,Al-Abbad A / Alamri A,al-abbad-a-alamri-a,sofascore
246312,Avi-Tal O / Merckx J,avi-tal-o-merckx-j,sofascore
246313,Bhanja R / Ghosh A,bhanja-r-ghosh-a,sofascore
246314,Flore T / Robinot Q,flore-t-robinot-q,sofascore
229943,Drinkhall P / Walker S,drinkhall-p-walker-s,sofascore
246921,Khayat J.,khayat-jennifer,sofascore
246916,Hameed A.,hameed-anwer,sofascore
246917,Oluyomi S.,oluyomi-salako,sofascore
246918,Abdulwahhab M.,abdulwahhab-mohammed,sofascore
246920,Hallak M.,hallak-mohamed,sofascore
246919,Fahes G.,fahes-ghaleb,sofascore
247038,Fan Z / Liang J,fan-z-liang-j,sofascore
247079,Cheng H-T / Lin C-C,cheng-h-t-lin-c-c,sofascore
247080,Chen S-Y / Cheng I-C,chen-s-y-cheng-i-c,sofascore
247081,Chen M / Wang M,chen-m-wang-m,sofascore
247041,De Nutte S / Migot M,de-nutte-s-migot-m,sofascore
247040,Stefanska K / Todorovic A,stefanska-k-todorovic-a,sofascore
247082,Hirano M / Ishikawa K,hirano-m-ishikawa-k,sofascore
104491,Yuting Gu.,yuting-gu,sofascore
247754,Tubikanec I.,tubikanec-ivana,sofascore
25029,Fadeeva O.,fadeeva-oksana,sofascore
240441,Levenko A.,levenko-andreas,sofascore
248192,Tomaszuk T.,tomaszuk-tomasz,sofascore
249150,Panagitgun Y.,panagitgun-yanapong,sofascore
240433,Yigenler A.,yigenler-abdullah,sofascore
249151,Barbolin I.,barbolin-illia,sofascore
249152,Takami M.,takami-masaki,sofascore
249153,Zhukov A.,zhukov-aleksei,sofascore
249155,Didukh V.,didukh-viktor,sofascore
249154,Antonau V.,antonau-vadim,sofascore
249141,Rukliatsou U.,rukliatsou-uladzislau,sofascore
249140,Daunarovich P.,daunarovich-pavel,sofascore
249142,Kiselev M.,kiselev-maksim,sofascore
249143,Tanaka Y.,tanaka-yuta,sofascore
240414,Kulakceken S.,kulakceken-simay,sofascore
249146,Yovkova M.,yovkova-maria,sofascore
249147,Yepifantseva A.,yepifantseva-anastasiya,sofascore
249149,Vakhliayeva K.,vakhliayeva-kastiaryna,sofascore
249148,Saritapirak M.,saritapirak-monapsorn,sofascore
249144,Prykhodko Y.,prykhodko-yaroslava,sofascore
249145,Kunats M.,kunats-maya,sofascore
249156,Artemenko N.,artemenko-nikita,sofascore
240443,Vedriel C.,vedriel-carlos,sofascore
249157,Voitsekhau T.,voitsekhau-tsimur,sofascore
249158,Kuchuk A.,kuchuk-aleksandr,sofascore
249159,Ulucak B.,ulucak-batuhan,sofascore
249160,Belov T.,belov-timur,sofascore
249161,Artur Grela,grela-artur,sofascore
249162,Onishi N.,onishi-naoya,sofascore
249164,Kortchinski I.,kortchinski-ilia,sofascore
249165,Tymofieiev O.,tymofieiev-oleksandr,sofascore
249163,Gandhi S.,gandhi-sarthak,sofascore
240442,Bertrand I.,bertrand-irvin,sofascore
249168,Lushnikov V.,lushnikov-volodymyr,sofascore
249169,Leshchanka D.,leshchanka-daniil,sofascore
249198,Gunduz I.,gunduz-ibrahim,sofascore
249199,Nalepa K.,nalepa-kamil,sofascore
126104,Gasnier L.,gasnier-laura,sofascore
249197,Bogdanova N.,bogdanova-nadezhda,sofascore
249167,Lazarkova V.,lazarkova-volha,sofascore
249166,Ozkaya G.,ozkaya-gul-pembe,sofascore
249200,Diaz M.,diaz-melanie,sofascore
249201,Kolish A.,kolish-anastasia,sofascore
249202,Kazantseva K.,kazantseva-kristina,sofascore
249209,Ahmadian A.,ahmadian-amin,sofascore
240417,Pieraert V.,pieraert-valentin,sofascore
249210,Fedotov P.,fedotov-petr,sofascore
249211,Sinkevych B.,sinkevych-bohdan,sofascore
249365,Nikulin I.,nikulin-ivan,sofascore
249417,Nagao T.,nagao-takako,sofascore
241117,Mikutis T.,mikutis-tomas,sofascore
249366,Barabanov K / Platonov P,barabanov-k-platonov-p,sofascore
249367,Gunduz I / Yigenler A,gunduz-i-yigenler-a,sofascore
249418,Chasselin P / Takahashi B,chasselin-p-takahashi-b,sofascore
249413,Brateyko S \ Perebeinos V,brateyko-s-perebeinos-v,sofascore
249414,Nikitchanka A / Patseyeva H,nikitchanka-a-patseyeva-h,sofascore
249412,Mikutis T / Udra A,mikutis-t-udra-a,sofascore
249415,Martinko J / Polansky T,martinko-j-polansky-t,sofascore
249416,Badowski M / Zatowka P,badowski-m-zatowka-p,sofascore
250681,Chen C.,chen-chun-hsiang,sofascore
250673,Pankhaoyoy S.,pankhaoyoy-supakron,sofascore
250682,Hsin Yang LI.,li-hsin-yang,sofascore
250676,Sangpao K.,sangpao-komgrit,sofascore
250683,Passara P.,passara-pattaratorn,sofascore
250679,Wang T.,wang-tai-wei,sofascore
250674,Zhao A.,zhao-anthony,sofascore
250675,Wong C.,wong-chun-cheun,sofascore
250678,Verakultawan P.,verakultawan-purit,sofascore
250677,Wongsiri N.,wongsiri-nikom,sofascore
250680,Chou T.,chou-te-hao,sofascore
